#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
7701     0.199     71
7702     0.179     71
7703     0.224     71
7704     0.202     73
7705     0.256     71
7706     0.232     69
7707     0.259     68
7708     0.225     71
7709     0.185     74
7710     0.152     71
7711     0.160     74
7712     0.142     69
7713     0.142     70
7714     0.125     71
7715     0.104     73
7716     0.120     71
7717     0.145     61
7718     0.142     65
7719     0.107     62
7720     0.084     63
7721     0.076     73
7722     0.093     72
7723     0.105     79
7724     0.124     76
7725     0.141     68
7726     0.102     70
7727     0.105     71
7728     0.140     72
7729     0.152     69
7730     0.144     72
7731     0.160     74
7732     0.122     71
7733     0.121     74
7734     0.126     77
7735     0.102     71
7736     0.092     72
7737     0.144     72
7738     0.141     69
7739     0.160     73
7740     0.157     69
7741     0.162     69
7742     0.168     70
7743     0.174     70
7744     0.121     77
7745     0.118     73
7746     0.123     78
7747     0.144     75
7748     0.194     74
7749     0.226     73
7750     0.187     73
7751     0.199     71
7752     0.175     70
7753     0.178     76
7754     0.241     76
7755     0.251     74
7756     0.314     79
7757     0.323     73
7758     0.369     77
7759     0.402     73
7760     0.406     71
7761     0.516     69
7762     0.493     71
7763     0.531     73
7764     0.611     75
7765     0.677     74
7766     0.610     76
7767     0.669     75
7768     0.620     76
7769     0.659     76
7770     0.621     75
7771     0.662     74
7772     0.635     70
7773     0.694     71
7774     0.674     76
7775     0.650     77
7776     0.655     77
7777     0.600     76
7778     0.561     75
7779     0.577     70
7780     0.531     70
7781     0.568     65
7782     0.509     68
7783     0.460     71
7784     0.372     74
7785     0.314     71
7786     0.229     74
7787     0.240     73
7788     0.232     70
7789     0.212     69
7790     0.229     71
7791     0.180     67
7792     0.188     64
7793     0.147     67
7794     0.153     71
7795     0.180     66
7796     0.162     67
7797     0.155     67
7798     0.107     70
7799     0.119     73
7800     0.490     80
7801     0.598     80
7802     0.587     75
7803     0.683     77
7804     0.659     74
7805     0.704     79
7806     0.678     80
7807     0.771     73
7808     0.718     75
7809     0.776     78
7810     0.725     77
7811     0.758     75
7812     0.721     72
7813     0.765     76
7814     0.687     77
7815     0.697     81
7816     0.638     78
7817     0.647     76
7818     0.532     80
7819     0.452     77
7820     0.382     75
7821     0.386     72
7822     0.293     69
7823     0.290     67
7824     0.208     62
7825     0.166     71
7826     0.118     65
7827     0.090     67
7828     0.111     71
7829     0.141     72
7830     0.147     68
7831     0.141     60
7832     0.158     63
7833     0.203     71
7834     0.212     70
7835     0.197     66
7836     0.212     71
7837     0.247     69
7838     0.304     66
7839     0.374     71
7840     0.515     75
7841     0.586     78
7842     0.602     81
7843     0.654     81
7844     0.639     79
7845     0.710     79
7846     0.743     75
7847     0.783     81
7848     0.761     80
7849     0.771     77
7850     0.757     80
7851     0.709     82
7852     0.699     81
7853     0.667     79
7854     0.733     77
7855     0.622     79
7856     0.656     80
7857     0.610     75
7858     0.602     73
7859     0.661     79
7860     0.669     70
7861     0.720     82
7862     0.750     74
7863     0.766     78
7864     0.750     80
7865     0.724     76
7866     0.671     75
7867     0.640     78
7868     0.669     71
7869     0.556     73
7870     0.460     74
7871     0.433     78
7872     0.448     71
7873     0.402     76
7874     0.399     77
7875     0.362     70
7876     0.332     72
7877     0.290     66
7878     0.253     64
7879     0.228     62
7880     0.231     60
7881     0.138     63
7882     0.155     62
7883     0.193     60
7884     0.144     65
7885     0.151     62
7886     0.128     61
7887     0.118     58
7888     0.171     57
7889     0.179     60
7890     0.190     62
7891     0.187     63
7892     0.243     64
7893     0.213     59
7894     0.263     62
7895     0.262     60
7896     0.316     68
7897     0.331     70
7898     0.426     65
7899     0.482     66
7900     0.551     66
7901     0.581     67
7902     0.570     68
7903     0.626     67
7904     0.561     73
7905     0.577     77
7906     0.615     75
7907     0.658     76
7908     0.671     71
7909     0.779     71
7910     0.744     74
7911     0.800     73
7912     0.756     79
7913     0.845     75
7914     0.764     85
7915     0.822     78
7916     0.794     79
7917     0.763     82
7918     0.744     78
7919     0.731     80
7920     0.727     74
7921     0.736     72
7922     0.661     72
7923     0.631     70
7924     0.569     75
7925     0.530     71
7926     0.466     73
7927     0.428     73
7928     0.322     73
7929     0.318     70
7930     0.173     70
7931     0.174     69
7932     0.147     66
7933     0.161     64
7934     0.145     66
7935     0.154     74
7936     0.165     72
7937     0.150     65
7938     0.070     65
7939     0.090     68
7940     0.092     64
7941     0.096     61
7942     0.111     66
7943     0.121     59
7944     0.094     66
7945     0.077     64
7946     0.086     65
7947     0.082     65
7948     0.110     66
7949     0.110     72
7950     0.127     64
7951     0.140     63
7952     0.195     69
7953     0.268     72
7954     0.321     74
7955     0.444     74
7956     0.479     78
7957     0.574     77
7958     0.637     80
7959     0.736     80
7960     0.798     82
7961     0.847     79
7962     0.827     85
7963     0.852     83
7964     0.860     85
7965     0.875     87
7966     0.876     90
7967     0.896     87
7968     0.899     87
7969     0.908     87
7970     0.893     90
7971     0.886     91
7972     0.892     92
7973     0.897     89
7974     0.897     92
7975     0.892     84
7976     0.883     92
7977     0.891     82
7978     0.843     91
7979     0.851     86
7980     0.826     89
7981     0.848     85
7982     0.832     86
7983     0.788     84
7984     0.731     87
7985     0.660     84
7986     0.615     82
7987     0.554     77
7988     0.403     80
7989     0.365     76
7990     0.304     73
7991     0.286     66
7992     0.213     64
7993     0.226     66
7994     0.144     67
7995     0.221     64
7996     0.170     64
7997     0.150     65
7998     0.142     61
7999     0.124     61
8000     0.184     69
8001     0.242     67
8002     0.312     74
8003     0.389     76
8004     0.456     82
8005     0.551     81
8006     0.611     82
8007     0.675     81
8008     0.701     85
8009     0.716     82
8010     0.753     84
8011     0.772     81
8012     0.796     84
8013     0.818     81
8014     0.811     81
8015     0.797     82
8016     0.805     86
8017     0.799     84
8018     0.822     81
8019     0.818     81
8020     0.820     83
8021     0.786     87
8022     0.752     90
8023     0.764     85
8024     0.686     89
8025     0.676     87
8026     0.666     85
8027     0.667     83
8028     0.580     80
8029     0.558     79
8030     0.493     79
8031     0.455     78
8032     0.409     79
8033     0.410     76
8034     0.346     72
8035     0.324     72
8036     0.276     71
8037     0.242     67
8038     0.265     69
8039     0.182     67
8040     0.189     74
8041     0.187     70
8042     0.128     66
8043     0.072     68
8044     0.100     71
8045     0.093     73
8046     0.144     71
8047     0.182     70
8048     0.199     66
8049     0.206     69
8050     0.200     74
8051     0.236     76
8052     0.263     64
8053     0.232     68
8054     0.234     67
8055     0.188     65
8056     0.180     70
8057     0.182     68
8058     0.206     65
8059     0.169     69
8060     0.150     63
8061     0.130     61
8062     0.110     68
8063     0.083     74
8064     0.079     73
8065     0.104     74
8066     0.108     75
8067     0.157     75
8068     0.146     75
8069     0.144     75
8070     0.147     72
8071     0.171     73
8072     0.141     76
8073     0.136     81
8074     0.124     77
8075     0.121     76
8076     0.123     77
8077     0.102     78
8078     0.103     77
8079     0.137     78
8080     0.094     73
8081     0.095     72
8082     0.085     69
8083     0.085     69
8084     0.073     72
8085     0.076     70
8086     0.071     71
8087     0.063     69
8088     0.061     71
8089     0.125     76
8090     0.117     76
8091     0.090     71
8092     0.121     70
8093     0.130     67
8094     0.128     69
8095     0.124     71
8096     0.101     74
8097     0.085     74
8098     0.067     75
8099     0.083     67
8100     0.060     69
8101     0.092     69
8102     0.051     74
8103     0.095     73
8104     0.094     68
8105     0.094     68
8106     0.082     61
8107     0.063     63
8108     0.052     63
8109     0.090     63
8110     0.067     64
8111     0.049     62
8112     0.079     61
8113     0.107     65
8114     0.104     64
8115     0.085     69
8116     0.090     67
8117     0.130     64
8118     0.114     66
8119     0.126     65
8120     0.114     67
8121     0.122     62
8122     0.100     66
8123     0.113     67
8124     0.086     61
8125     0.087     66
8126     0.069     66
8127     0.103     66
8128     0.134     64
8129     0.197     68
8130     0.215     64
8131     0.195     64
8132     0.171     69
8133     0.197     66
8134     0.190     62
8135     0.207     56
8136     0.208     60
8137     0.212     60
8138     0.185     63
8139     0.127     64
8140     0.142     62
8141     0.177     59
8142     0.163     59
8143     0.194     56
8144     0.139     52
8145     0.106     55
8146     0.122     55
8147     0.126     57
8148     0.097     62
8149     0.143     61
8150     0.110     68
8151     0.123     71
8152     0.104     65
8153     0.083     64
8154     0.089     61
8155     0.070     69
8156     0.091     67
8157     0.103     61
8158     0.108     62
8159     0.108     66
8160     0.100     64
8161     0.116     69
8162     0.137     69
8163     0.156     74
8164     0.158     75
8165     0.147     75
8166     0.158     76
8167     0.172     66
8168     0.155     66
8169     0.140     70
8170     0.139     62
8171     0.111     65
8172     0.100     67
8173     0.146     71
8174     0.145     68
8175     0.160     66
8176     0.182     67
8177     0.184     69
8178     0.220     65
8179     0.187     68
8180     0.222     69
8181     0.205     72
8182     0.165     69
8183     0.145     72
8184     0.147     70
8185     0.143     70
8186     0.152     68
8187     0.145     70
8188     0.135     69
8189     0.089     68
8190     0.079     66
8191     0.080     74
8192     0.082     71
8193     0.084     71
8194     0.104     66
8195     0.110     67
8196     0.092     75
8197     0.103     69
8198     0.183     66
8199     0.111     70
8200     0.131     66
8201     0.142     74
8202     0.128     70
8203     0.124     70
8204     0.107     62
8205     0.076     57
8206     0.103     67
8207     0.123     63
8208     0.160     60
8209     0.191     62
8210     0.144     65
8211     0.155     66
8212     0.137     66
8213     0.128     62
8214     0.141     60
8215     0.097     64
8216     0.110     62
8217     0.113     60
8218     0.123     67
8219     0.168     66
8220     0.260     64
8221     0.259     67
8222     0.333     66
8223     0.408     70
8224     0.478     71
8225     0.399     69
8226     0.456     77
8227     0.427     67
8228     0.482     72
8229     0.481     71
8230     0.394     70
8231     0.340     72
8232     0.256     76
8233     0.288     69
8234     0.370     75
8235     0.353     76
8236     0.297     78
8237     0.373     72
8238     0.268     72
8239     0.214     72
8240     0.150     75
8241     0.149     72
8242     0.078     72
8243     0.112     71
8244     0.130     72
8245     0.133     72
8246     0.168     74
8247     0.151     78
8248     0.161     75
8249     0.108     75
8250     0.101     76
8251     0.086     74
8252     0.094     75
8253     0.125     71
8254     0.142     79
8255     0.149     74
8256     0.195     75
8257     0.187     67
8258     0.199     67
8259     0.226     65
8260     0.232     64
8261     0.254     59
8262     0.195     63
8263     0.243     63
8264     0.235     67
8265     0.228     63
8266     0.233     72
8267     0.137     65
8268     0.171     67
8269     0.151     74
8270     0.173     73
8271     0.177     69
8272     0.205     67
8273     0.154     65
8274     0.128     65
8275     0.143     67
8276     0.140     68
8277     0.112     63
8278     0.131     65
8279     0.112     64
8280     0.100     63
8281     0.101     68
8282     0.121     67
8283     0.154     67
8284     0.164     66
8285     0.117     75
8286     0.125     76
8287     0.090     78
8288     0.054     75
8289     0.069     75
8290     0.066     75
8291     0.050     75
8292     0.080     69
8293     0.077     69
8294     0.129     66
8295     0.145     65
8296     0.122     66
8297     0.089     65
8298     0.123     64
8299     0.117     66
8300     0.068     62
8301     0.070     73
8302     0.105     71
8303     0.129     78
8304     0.198     70
8305     0.201     68
8306     0.149     70
8307     0.148     68
8308     0.098     71
8309     0.097     72
8310     0.099     73
8311     0.102     70
8312     0.174     73
8313     0.156     70
8314     0.112     71
8315     0.133     70
8316     0.158     71
8317     0.158     71
8318     0.138     74
8319     0.163     75
8320     0.136     69
8321     0.116     69
8322     0.087     71
8323     0.119     72
8324     0.189     75
8325     0.154     79
8326     0.169     81
8327     0.153     71
8328     0.159     76
8329     0.166     75
8330     0.139     76
8331     0.126     76
8332     0.148     75
8333     0.114     69
8334     0.123     73
8335     0.111     73
8336     0.103     69
8337     0.099     70
8338     0.123     70
8339     0.086     70
8340     0.090     65
8341     0.092     65
8342     0.084     62
8343     0.133     62
8344     0.098     60
8345     0.070     65
8346     0.034     63
8347     0.053     67
8348     0.052     67
8349     0.081     79
8350     0.051     68
8351     0.036     65
8352     0.119     68
8353     0.109     72
8354     0.160     73
8355     0.121     67
8356     0.168     68
8357     0.158     62
8358     0.126     67
8359     0.102     68
8360     0.116     65
8361     0.133     68
8362     0.100     73
8363     0.060     71
8364     0.067     67
8365     0.051     71
8366     0.162     71
8367     0.166     74
8368     0.135     74
8369     0.155     67
8370     0.122     77
8371     0.152     69
8372     0.138     71
8373     0.102     65
8374     0.086     67
8375     0.097     66
8376     0.100     70
8377     0.105     71
8378     0.114     74
8379     0.155     69
8380     0.150     71
8381     0.180     70
8382     0.179     69
8383     0.173     70
8384     0.118     70
8385     0.143     68
8386     0.160     66
8387     0.163     67
8388     0.201     61
8389     0.206     62
8390     0.228     64
8391     0.248     66
8392     0.176     63
8393     0.154     65
8394     0.179     65
8395     0.137     66
8396     0.114     66
8397     0.140     68
8398     0.150     68
8399     0.109     65
8400     0.255     74
8401     0.255     76
8402     0.306     75
8403     0.323     70
8404     0.372     74
8405     0.384     73
8406     0.456     74
8407     0.451     75
8408     0.545     73
8409     0.588     76
8410     0.657     78
8411     0.667     82
8412     0.780     76
8413     0.745     77
8414     0.831     81
8415     0.770     83
8416     0.807     86
8417     0.823     84
8418     0.845     87
8419     0.806     85
8420     0.843     85
8421     0.809     86
8422     0.852     89
8423     0.846     86
8424     0.881     86
8425     0.855     84
8426     0.840     88
8427     0.819     82
8428     0.831     80
8429     0.840     81
8430     0.805     79
8431     0.805     77
8432     0.772     79
8433     0.755     74
8434     0.713     75
8435     0.701     70
8436     0.622     72
8437     0.578     70
8438     0.488     71
8439     0.432     72
8440     0.420     65
8441     0.368     62
8442     0.303     64
8443     0.350     68
8444     0.289     61
8445     0.284     59
8446     0.371     63
8447     0.393     67
8448     0.425     67
8449     0.401     71
8450     0.444     71
8451     0.455     71
8452     0.524     73
8453     0.517     70
8454     0.579     73
8455     0.520     72
8456     0.440     77
8457     0.479     76
8458     0.452     76
8459     0.507     79
8460     0.506     74
8461     0.419     70
8462     0.403     71
8463     0.396     74
8464     0.368     77
8465     0.476     77
8466     0.466     72
8467     0.438     77
8468     0.420     76
8469     0.417     77
8470     0.388     77
8471     0.374     70
8472     0.321     71
8473     0.213     67
8474     0.257     69
8475     0.204     67
8476     0.193     67
8477     0.241     70
8478     0.232     61
8479     0.154     66
8480     0.161     68
8481     0.214     63
8482     0.228     68
8483     0.240     66
8484     0.240     64
8485     0.243     64
8486     0.218     69
8487     0.242     66
8488     0.200     63
8489     0.163     64
8490     0.204     56
8491     0.279     57
8492     0.289     65
8493     0.373     66
8494     0.372     74
8495     0.329     71
8496     0.395     69
8497     0.320     68
8498     0.343     66
8499     0.288     65
8500     0.255     67
8501     0.243     70
8502     0.223     66
8503     0.189     70
8504     0.125     71
8505     0.085     75
8506     0.111     77
8507     0.072     74
8508     0.115     77
8509     0.075     71
8510     0.060     72
8511     0.074     71
8512     0.061     68
8513     0.077     73
8514     0.094     77
8515     0.070     70
8516     0.113     71
8517     0.162     66
8518     0.112     74
8519     0.125     72
8520     0.114     75
8521     0.114     76
8522     0.110     75
8523     0.111     74
8524     0.099     79
8525     0.070     75
8526     0.072     69
8527     0.069     65
8528     0.062     69
8529     0.066     72
8530     0.059     68
8531     0.039     71
8532     0.036     68
8533     0.085     72
8534     0.131     66
8535     0.096     66
8536     0.106     67
8537     0.094     69
8538     0.143     71
8539     0.154     68
8540     0.089     73
8541     0.111     66
8542     0.135     67
8543     0.169     63
8544     0.129     76
8545     0.114     67
8546     0.101     72
8547     0.133     64
8548     0.065     69
8549     0.072     69
8550     0.061     68
8551     0.124     67
8552     0.134     65
8553     0.142     72
8554     0.170     68
8555     0.146     69
8556     0.128     63
8557     0.151     62
8558     0.157     69
8559     0.213     72
8560     0.259     68
8561     0.268     71
8562     0.255     67
8563     0.314     69
8564     0.248     68
8565     0.265     63
8566     0.223     65
8567     0.167     72
8568     0.245     68
8569     0.269     72
8570     0.294     64
8571     0.257     64
8572     0.283     69
8573     0.222     71
8574     0.204     70
8575     0.191     68
8576     0.172     67
8577     0.123     72
8578     0.111     73
8579     0.110     69
8580     0.094     65
8581     0.136     62
8582     0.168     66
8583     0.159     66
8584     0.125     70
8585     0.152     70
8586     0.164     68
8587     0.126     70
8588     0.132     67
8589     0.126     67
8590     0.127     64
8591     0.115     66
8592     0.096     63
8593     0.063     63
8594     0.036     61
8595     0.094     61
8596     0.119     64
8597     0.131     66
8598     0.139     66
8599     0.207     63
8600     0.176     64
8601     0.159     63
8602     0.126     67
8603     0.077     65
8604     0.067     63
8605     0.053     67
8606     0.064     68
8607     0.066     69
8608     0.117     69
8609     0.127     70
8610     0.149     76
8611     0.109     81
8612     0.081     80
8613     0.105     74
8614     0.131     70
8615     0.114     74
8616     0.192     72
8617     0.213     70
8618     0.178     69
8619     0.142     68
8620     0.153     67
8621     0.144     67
8622     0.159     68
8623     0.166     65
8624     0.164     69
8625     0.123     66
8626     0.139     71
8627     0.170     71
8628     0.181     76
8629     0.231     70
8630     0.259     74
8631     0.260     69
8632     0.212     68
8633     0.208     67
8634     0.217     67
8635     0.232     66
8636     0.219     68
8637     0.210     69
8638     0.204     69
8639     0.205     64
8640     0.197     69
8641     0.220     62
8642     0.225     68
8643     0.187     76
8644     0.189     74
8645     0.180     72
8646     0.177     66
8647     0.143     69
8648     0.099     72
8649     0.079     76
8650     0.073     69
8651     0.066     68
8652     0.087     71
8653     0.087     70
8654     0.107     68
8655     0.099     67
8656     0.153     67
8657     0.140     67
8658     0.148     62
8659     0.130     60
8660     0.128     55
8661     0.141     62
8662     0.111     67
8663     0.093     62
8664     0.105     58
8665     0.111     59
8666     0.109     63
8667     0.173     59
8668     0.167     61
8669     0.197     61
8670     0.140     62
8671     0.141     65
8672     0.118     65
8673     0.122     64
8674     0.119     63
8675     0.094     64
8676     0.134     71
8677     0.130     72
8678     0.171     69
8679     0.158     66
8680     0.178     69
8681     0.194     72
8682     0.209     77
8683     0.187     74
8684     0.245     70
8685     0.240     69
8686     0.258     69
8687     0.269     69
8688     0.210     79
8689     0.231     71
8690     0.249     70
8691     0.220     69
8692     0.217     73
8693     0.167     75
8694     0.171     73
8695     0.166     69
8696     0.145     72
8697     0.184     68
8698     0.164     73
8699     0.187     75
8700     0.192     81
8701     0.195     75
8702     0.242     69
8703     0.226     70
8704     0.240     69
8705     0.199     69
8706     0.198     70
8707     0.171     70
8708     0.169     62
8709     0.106     64
8710     0.114     69
8711     0.134     67
8712     0.160     70
8713     0.139     63
8714     0.166     66
8715     0.177     70
8716     0.184     70
8717     0.157     66
8718     0.152     71
8719     0.130     67
8720     0.146     65
8721     0.124     69
8722     0.160     67
8723     0.187     70
8724     0.165     69
8725     0.135     71
8726     0.120     66
8727     0.125     72
8728     0.151     74
8729     0.191     73
8730     0.210     67
8731     0.227     68
8732     0.241     61
8733     0.196     67
8734     0.231     65
8735     0.170     69
8736     0.218     62
8737     0.220     61
8738     0.193     64
8739     0.172     64
8740     0.181     61
8741     0.167     64
8742     0.181     65
8743     0.129     69
8744     0.154     69
8745     0.134     67
8746     0.090     68
8747     0.090     67
8748     0.087     68
8749     0.100     68
8750     0.135     68
8751     0.147     65
8752     0.142     62
8753     0.177     61
8754     0.154     63
8755     0.154     66
8756     0.125     66
8757     0.115     62
8758     0.105     67
8759     0.095     67
8760     0.070     66
8761     0.088     65
8762     0.066     61
8763     0.057     69
8764     0.088     67
8765     0.048     63
8766     0.056     64
8767     0.122     60
8768     0.147     69
8769     0.133     68
8770     0.177     64
8771     0.174     65
8772     0.175     59
8773     0.164     62
8774     0.189     64
8775     0.180     66
8776     0.178     64
8777     0.161     67
8778     0.156     64
8779     0.122     66
8780     0.124     60
8781     0.114     59
8782     0.091     65
8783     0.114     60
8784     0.092     63
8785     0.075     68
8786     0.082     65
8787     0.106     64
8788     0.063     69
8789     0.130     66
8790     0.089     64
8791     0.123     64
8792     0.126     67
8793     0.116     67
8794     0.135     68
8795     0.159     66
8796     0.125     70
8797     0.096     72
8798     0.156     68
8799     0.156     69
8800     0.148     59
8801     0.158     63
8802     0.147     60
8803     0.153     60
8804     0.138     60
8805     0.127     58
8806     0.071     59
8807     0.091     60
8808     0.067     63
8809     0.124     60
8810     0.099     65
8811     0.093     61
8812     0.155     61
8813     0.125     66
8814     0.131     70
8815     0.127     70
8816     0.104     67
8817     0.145     72
8818     0.121     68
8819     0.121     71
8820     0.109     72
8821     0.102     74
8822     0.088     77
8823     0.122     76
8824     0.090     72
8825     0.063     65
8826     0.081     65
8827     0.091     70
8828     0.082     65
8829     0.115     56
8830     0.122     64
8831     0.146     60
8832     0.166     61
8833     0.157     63
8834     0.133     65
8835     0.089     67
8836     0.082     68
8837     0.085     62
8838     0.068     66
8839     0.109     63
8840     0.079     61
8841     0.083     66
8842     0.102     63
8843     0.098     71
8844     0.118     71
8845     0.116     62
8846     0.172     64
8847     0.224     68
8848     0.171     68
8849     0.166     64
8850     0.184     61
8851     0.181     63
8852     0.155     65
8853     0.117     65
8854     0.135     67
8855     0.182     70
8856     0.164     69
8857     0.137     67
8858     0.196     66
8859     0.201     66
8860     0.192     73
8861     0.200     71
8862     0.209     69
8863     0.199     65
8864     0.217     68
8865     0.253     66
8866     0.213     71
8867     0.192     69
8868     0.219     73
8869     0.261     69
8870     0.253     71
8871     0.274     65
8872     0.261     67
8873     0.274     68
8874     0.289     63
8875     0.281     67
8876     0.252     70
8877     0.156     76
8878     0.149     76
8879     0.144     75
8880     0.106     77
8881     0.096     73
8882     0.142     73
8883     0.126     69
8884     0.121     74
8885     0.128     72
8886     0.099     68
8887     0.121     73
8888     0.121     65
8889     0.124     64
8890     0.103     64
8891     0.099     66
8892     0.072     72
8893     0.096     70
8894     0.105     63
8895     0.063     62
8896     0.080     65
8897     0.069     64
8898     0.088     63
8899     0.091     65
8900     0.101     64
8901     0.172     62
8902     0.176     62
8903     0.139     63
8904     0.102     69
8905     0.124     64
8906     0.078     65
8907     0.125     67
8908     0.149     64
8909     0.181     62
8910     0.171     66
8911     0.119     67
8912     0.133     70
8913     0.090     72
8914     0.122     72
8915     0.153     73
8916     0.177     73
8917     0.178     68
8918     0.180     73
8919     0.162     73
8920     0.153     75
8921     0.147     72
8922     0.129     71
8923     0.056     72
8924     0.101     69
8925     0.074     73
8926     0.139     68
8927     0.136     71
8928     0.147     70
8929     0.177     65
8930     0.145     61
8931     0.177     64
8932     0.176     69
8933     0.158     68
8934     0.157     64
8935     0.130     65
8936     0.131     64
8937     0.051     69
8938     0.055     68
8939     0.069     70
8940     0.141     63
8941     0.155     60
8942     0.179     62
8943     0.170     62
8944     0.127     62
8945     0.116     63
8946     0.124     61
8947     0.153     57
8948     0.092     62
8949     0.119     61
8950     0.128     64
8951     0.093     63
8952     0.126     59
8953     0.193     61
8954     0.132     61
8955     0.148     60
8956     0.139     64
8957     0.158     63
8958     0.130     62
8959     0.071     62
8960     0.085     64
8961     0.084     64
8962     0.081     59
8963     0.094     65
8964     0.169     63
8965     0.160     63
8966     0.183     58
8967     0.187     60
8968     0.170     61
8969     0.163     56
8970     0.169     59
8971     0.159     64
8972     0.160     63
8973     0.166     65
8974     0.114     67
8975     0.120     62
8976     0.130     58
8977     0.148     62
8978     0.163     63
8979     0.196     62
8980     0.186     62
8981     0.215     64
8982     0.178     63
8983     0.153     68
8984     0.183     67
8985     0.172     60
8986     0.126     76
8987     0.122     77
8988     0.119     72
8989     0.089     70
8990     0.084     68
8991     0.092     64
8992     0.111     69
8993     0.124     70
8994     0.109     72
8995     0.122     69
8996     0.110     70
8997     0.138     70
8998     0.094     72
8999     0.070     71
9000     0.042     59
9001     0.047     62
9002     0.033     65
9003     0.027     68
9004     0.062     68
9005     0.072     69
9006     0.138     65
9007     0.143     67
9008     0.145     66
9009     0.127     65
9010     0.134     62
9011     0.142     62
9012     0.154     62
9013     0.176     63
9014     0.205     65
9015     0.173     70
9016     0.279     54
9017     0.300     57
9018     0.276     60
9019     0.228     65
9020     0.232     66
9021     0.247     59
9022     0.157     61
9023     0.117     56
9024     0.112     60
9025     0.097     58
9026     0.089     65
9027     0.117     64
9028     0.088     65
9029     0.080     65
9030     0.060     72
9031     0.034     72
9032     0.092     69
9033     0.100     70
9034     0.103     66
9035     0.179     74
9036     0.146     72
9037     0.213     75
9038     0.195     72
9039     0.269     73
9040     0.344     75
9041     0.434     77
9042     0.338     73
9043     0.335     72
9044     0.475     78
9045     0.498     74
9046     0.472     72
9047     0.494     76
9048     0.451     74
9049     0.342     69
9050     0.315     74
9051     0.197     69
9052     0.153     66
9053     0.201     66
9054     0.184     69
9055     0.150     69
9056     0.085     66
9057     0.040     70
9058     0.064     69
9059     0.079     64
9060     0.128     69
9061     0.132     71
9062     0.123     67
9063     0.085     70
9064     0.104     70
9065     0.090     66
9066     0.064     69
9067     0.099     67
9068     0.109     62
9069     0.092     66
9070     0.123     67
9071     0.111     70
9072     0.131     65
9073     0.187     73
9074     0.219     79
9075     0.312     73
9076     0.346     67
9077     0.323     68
9078     0.304     74
9079     0.282     73
9080     0.283     72
9081     0.402     79
9082     0.459     82
9083     0.533     82
9084     0.561     86
9085     0.651     81
9086     0.658     83
9087     0.729     82
9088     0.735     83
9089     0.754     82
9090     0.746     84
9091     0.805     82
9092     0.755     81
9093     0.783     86
9094     0.762     85
9095     0.815     83
9096     0.759     83
9097     0.791     84
9098     0.733     85
9099     0.741     85
9100     0.689     84
9101     0.720     81
9102     0.617     82
9103     0.614     80
9104     0.550     73
9105     0.495     74
9106     0.365     73
9107     0.308     68
9108     0.239     70
9109     0.181     72
9110     0.122     71
9111     0.143     65
9112     0.142     68
9113     0.150     67
9114     0.174     62
9115     0.232     68
9116     0.276     73
9117     0.368     70
9118     0.364     71
9119     0.465     72
9120     0.538     75
9121     0.544     79
9122     0.593     83
9123     0.649     78
9124     0.739     77
9125     0.767     77
9126     0.815     77
9127     0.815     79
9128     0.851     76
9129     0.820     80
9130     0.856     80
9131     0.808     83
9132     0.864     79
9133     0.818     80
9134     0.844     78
9135     0.834     79
9136     0.843     74
9137     0.729     82
9138     0.740     81
9139     0.674     83
9140     0.677     79
9141     0.632     80
9142     0.625     79
9143     0.565     73
9144     0.461     77
9145     0.408     76
9146     0.363     76
9147     0.275     78
9148     0.271     81
9149     0.290     78
9150     0.247     72
9151     0.144     72
9152     0.218     72
9153     0.289     73
9154     0.251     74
9155     0.245     74
9156     0.372     72
9157     0.377     70
9158     0.472     75
9159     0.507     78
9160     0.600     81
9161     0.638     85
9162     0.713     89
9163     0.760     89
9164     0.821     90
9165     0.812     92
9166     0.907     87
9167     0.908     87
9168     0.929     92
9169     0.952     92
9170     0.957     92
9171     0.957     92
9172     0.964     93
9173     0.961     96
9174     0.959     97
9175     0.961     96
9176     0.966     98
9177     0.966     95
9178     0.967     97
9179     0.966     95
9180     0.970     93
9181     0.938     94
9182     0.913     94
9183     0.905     91
9184     0.884     93
9185     0.861     89
9186     0.825     90
9187     0.796     83
9188     0.733     87
9189     0.680     82
9190     0.589     78
9191     0.519     75
9192     0.405     72
9193     0.375     71
9194     0.296     69
9195     0.269     74
9196     0.251     69
9197     0.213     71
9198     0.223     72
9199     0.183     69
9200     0.141     69
9201     0.167     69
9202     0.141     73
9203     0.150     69
9204     0.128     72
9205     0.062     74
9206     0.070     71
9207     0.038     78
9208     0.038     75
9209     0.054     78
9210     0.060     76
9211     0.073     75
9212     0.065     76
9213     0.058     71
9214     0.085     73
9215     0.092     73
9216     0.086     73
9217     0.118     73
9218     0.073     69
9219     0.117     66
9220     0.126     72
9221     0.111     75
9222     0.143     79
9223     0.177     76
9224     0.163     71
9225     0.169     69
9226     0.110     76
9227     0.071     72
9228     0.128     70
9229     0.143     71
9230     0.108     77
9231     0.086     76
9232     0.132     76
9233     0.117     75
9234     0.110     70
9235     0.102     76
9236     0.141     76
9237     0.151     72
9238     0.128     74
9239     0.127     70
9240     0.160     69
9241     0.186     70
9242     0.203     68
9243     0.171     70
9244     0.169     65
9245     0.162     64
9246     0.162     63
9247     0.149     68
9248     0.171     64
