#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
37384     0.272     66
37385     0.276     64
37386     0.277     64
37387     0.249     63
37388     0.204     64
37389     0.205     60
37390     0.224     61
37391     0.268     59
37392     0.267     55
37393     0.200     63
37394     0.187     65
37395     0.167     60
37396     0.194     57
37397     0.194     58
37398     0.187     58
37399     0.201     63
37400     0.197     50
37401     0.181     51
37402     0.172     50
37403     0.194     48
37404     0.210     52
37405     0.267     48
37406     0.280     44
37407     0.291     46
37408     0.271     48
37409     0.250     49
37410     0.217     50
37411     0.198     50
37412     0.179     48
37413     0.204     47
37414     0.218     47
37415     0.175     54
37416     0.179     51
37417     0.145     51
37418     0.126     52
37419     0.085     48
37420     0.123     49
37421     0.104     50
37422     0.155     52
37423     0.110     58
37424     0.044     61
37425     0.062     61
37426     0.051     59
37427     0.070     56
37428     0.060     50
37429     0.061     54
37430     0.106     54
37431     0.092     52
37432     0.164     52
37433     0.121     48
37434     0.130     49
37435     0.141     47
37436     0.117     50
37437     0.134     49
37438     0.120     47
37439     0.160     41
37440     0.142     43
37441     0.154     41
37442     0.142     41
37443     0.141     45
37444     0.158     46
37445     0.136     46
37446     0.140     46
37447     0.181     44
37448     0.149     50
37449     0.122     54
37450     0.155     52
37451     0.193     57
37452     0.172     56
37453     0.174     58
37454     0.175     54
37455     0.217     53
37456     0.174     52
37457     0.174     56
37458     0.142     56
37459     0.146     52
37460     0.144     54
37461     0.174     52
37462     0.115     49
37463     0.104     48
37464     0.129     46
37465     0.208     44
37466     0.159     42
37467     0.244     43
37468     0.255     42
37469     0.275     43
37470     0.248     49
37471     0.184     48
37472     0.124     46
37473     0.081     49
37474     0.108     47
37475     0.073     48
37476     0.090     53
37477     0.073     50
37478     0.093     48
37479     0.111     48
37480     0.105     45
37481     0.095     52
37482     0.104     47
37483     0.098     51
37484     0.099     48
37485     0.113     55
37486     0.125     50
37487     0.116     49
37488     0.150     54
37489     0.150     53
37490     0.172     54
37491     0.181     51
37492     0.237     51
37493     0.206     56
37494     0.180     56
37495     0.140     57
37496     0.194     48
37497     0.183     48
37498     0.208     49
37499     0.188     52
37500     0.235     46
37501     0.252     45
37502     0.202     51
37503     0.174     49
37504     0.172     53
37505     0.150     56
37506     0.182     49
37507     0.151     49
37508     0.148     52
37509     0.088     55
37510     0.120     51
37511     0.127     50
37512     0.127     49
37513     0.162     48
37514     0.154     50
37515     0.129     48
37516     0.111     52
37517     0.107     55
37518     0.109     58
37519     0.130     54
37520     0.154     50
37521     0.102     56
37522     0.116     63
37523     0.112     60
37524     0.145     58
37525     0.158     55
37526     0.181     58
37527     0.205     54
37528     0.114     58
37529     0.071     57
37530     0.100     55
37531     0.092     59
37532     0.095     53
37533     0.120     57
37534     0.102     58
37535     0.093     59
37536     0.079     57
37537     0.050     59
37538     0.042     61
37539     0.052     65
37540     0.095     63
37541     0.081     62
37542     0.131     56
37543     0.168     62
37544     0.154     65
37545     0.135     66
37546     0.126     64
37547     0.092     64
37548     0.085     61
37549     0.124     58
37550     0.151     60
37551     0.158     62
37552     0.202     58
37553     0.214     62
37554     0.180     59
37555     0.132     62
37556     0.111     67
37557     0.100     63
37558     0.131     60
37559     0.144     67
37560     0.111     61
37561     0.068     60
37562     0.076     60
37563     0.068     61
37564     0.055     61
37565     0.098     62
37566     0.145     60
37567     0.114     54
37568     0.189     51
37569     0.175     51
37570     0.146     53
37571     0.165     60
37572     0.143     58
37573     0.116     59
37574     0.171     59
37575     0.163     56
37576     0.131     53
37577     0.154     54
37578     0.152     57
37579     0.135     62
37580     0.105     60
37581     0.089     61
37582     0.165     59
37583     0.108     67
37584     0.145     65
37585     0.165     63
37586     0.142     64
37587     0.180     64
37588     0.189     56
37589     0.154     63
37590     0.153     64
37591     0.149     56
37592     0.193     56
37593     0.193     58
37594     0.152     64
37595     0.094     62
37596     0.096     65
37597     0.115     62
37598     0.152     69
37599     0.167     61
37600     0.147     62
37601     0.207     60
37602     0.227     59
37603     0.257     61
37604     0.223     64
37605     0.258     63
37606     0.309     58
37607     0.295     56
37608     0.288     57
37609     0.291     54
37610     0.254     58
37611     0.253     56
37612     0.299     61
37613     0.263     58
37614     0.294     57
37615     0.286     55
37616     0.269     51
37617     0.251     56
37618     0.204     55
37619     0.205     51
37620     0.214     54
37621     0.228     51
37622     0.170     52
37623     0.130     55
37624     0.134     51
37625     0.134     51
37626     0.133     50
37627     0.165     49
37628     0.189     53
37629     0.221     49
37630     0.254     52
37631     0.195     55
37632     0.203     52
37633     0.208     52
37634     0.224     51
37635     0.322     58
37636     0.314     59
37637     0.278     56
37638     0.297     53
37639     0.301     58
37640     0.324     55
37641     0.277     60
37642     0.259     60
37643     0.214     60
37644     0.185     54
37645     0.185     60
37646     0.168     61
37647     0.189     63
37648     0.155     55
37649     0.155     57
37650     0.139     59
37651     0.156     52
37652     0.180     55
37653     0.148     58
37654     0.135     59
37655     0.154     56
37656     0.144     56
37657     0.149     56
37658     0.148     56
37659     0.119     55
37660     0.102     59
37661     0.122     57
37662     0.106     56
37663     0.102     57
37664     0.083     56
37665     0.091     66
37666     0.108     65
37667     0.129     56
37668     0.141     55
37669     0.167     56
37670     0.162     58
37671     0.139     57
37672     0.130     58
37673     0.091     56
37674     0.133     53
37675     0.125     57
37676     0.115     51
37677     0.117     46
37678     0.066     45
37679     0.080     45
37680     0.079     41
37681     0.100     42
37682     0.067     47
37683     0.116     47
37684     0.153     39
37685     0.120     45
37686     0.155     45
37687     0.141     45
37688     0.140     42
37689     0.096     39
37690     0.084     35
37691     0.095     34
37692     0.099     35
37693     0.128     37
37694     0.196     34
37695     0.123     45
37696     0.092     42
37697     0.109     48
37698     0.095     46
37699     0.124     47
37700     0.119     52
37701     0.125     49
37702     0.123     49
37703     0.149     46
37704     0.165     49
37705     0.141     48
37706     0.126     48
37707     0.156     47
37708     0.119     48
37709     0.157     46
37710     0.165     42
37711     0.180     42
37712     0.209     45
37713     0.127     39
37714     0.136     39
37715     0.214     39
37716     0.358     35
37717     0.306     37
37718     0.308     39
37719     0.252     43
37720     0.250     45
37721     0.234     49
37722     0.193     40
37723     0.136     39
37724     0.136     43
37725     0.134     45
37726     0.162     47
37727     0.205     47
37728     0.237     49
37729     0.225     48
37730     0.250     47
37731     0.285     45
37732     0.285     52
37733     0.289     51
37734     0.255     56
37735     0.272     57
37736     0.259     55
37737     0.254     54
37738     0.242     57
37739     0.264     57
37740     0.318     53
37741     0.316     49
37742     0.256     56
37743     0.223     57
37744     0.161     55
37745     0.135     53
37746     0.168     56
37747     0.176     54
37748     0.130     52
37749     0.172     56
37750     0.145     55
37751     0.119     62
37752     0.123     51
37753     0.146     55
37754     0.094     56
37755     0.079     53
37756     0.066     50
37757     0.084     47
37758     0.115     44
37759     0.143     42
37760     0.277     32
37761     0.169     36
37762     0.323     30
37763     0.321     31
37764     0.347     31
37765     0.326     32
37766     0.321     37
37767     0.322     34
37768     0.326     35
37769     0.218     38
37770     0.231     35
37771     0.242     40
37772     0.182     42
37773     0.128     50
37774     0.152     47
37775     0.132     54
37776     0.123     55
37777     0.101     59
37778     0.121     57
37779     0.129     59
37780     0.150     60
37781     0.197     56
37782     0.147     62
37783     0.154     61
37784     0.136     61
37785     0.144     62
37786     0.116     64
37787     0.129     64
37788     0.159     59
37789     0.155     64
37790     0.158     61
37791     0.168     57
37792     0.183     58
37793     0.215     57
37794     0.164     61
37795     0.140     59
37796     0.161     53
37797     0.097     57
37798     0.110     59
37799     0.131     66
37800     0.107     57
37801     0.101     65
37802     0.113     63
37803     0.061     58
37804     0.059     55
37805     0.089     56
37806     0.095     55
37807     0.133     57
37808     0.072     50
37809     0.066     51
37810     0.102     61
37811     0.102     53
37812     0.101     54
37813     0.128     52
37814     0.083     53
37815     0.152     50
37816     0.167     52
37817     0.163     51
37818     0.126     54
37819     0.063     59
37820     0.133     63
37821     0.125     57
37822     0.065     55
37823     0.098     55
37824     0.080     56
37825     0.117     60
37826     0.167     58
37827     0.148     56
37828     0.157     55
37829     0.153     53
37830     0.137     59
37831     0.138     55
37832     0.108     62
37833     0.112     59
37834     0.140     60
37835     0.117     65
37836     0.120     61
37837     0.096     63
37838     0.082     63
37839     0.099     55
37840     0.133     56
37841     0.190     55
37842     0.181     56
37843     0.170     58
37844     0.201     54
37845     0.197     57
37846     0.193     58
37847     0.163     61
37848     0.108     56
37849     0.101     54
37850     0.149     56
37851     0.095     55
37852     0.097     55
37853     0.044     60
37854     0.053     58
37855     0.076     57
37856     0.067     59
37857     0.058     56
37858     0.084     55
37859     0.050     57
37860     0.114     54
37861     0.137     57
37862     0.157     56
37863     0.194     52
37864     0.221     54
37865     0.251     47
37866     0.264     45
37867     0.287     46
37868     0.204     53
37869     0.184     49
37870     0.207     52
37871     0.184     51
37872     0.191     54
37873     0.212     51
37874     0.195     56
37875     0.194     51
37876     0.205     58
37877     0.201     57
37878     0.178     56
37879     0.168     57
37880     0.080     56
37881     0.063     57
37882     0.101     60
37883     0.092     59
37884     0.080     61
37885     0.094     61
37886     0.091     57
37887     0.068     58
37888     0.071     58
37889     0.077     59
37890     0.095     59
37891     0.132     60
37892     0.140     57
37893     0.127     57
37894     0.179     56
37895     0.198     53
37896     0.125     55
37897     0.170     62
37898     0.127     65
37899     0.135     65
37900     0.123     63
37901     0.172     64
37902     0.265     61
37903     0.272     60
37904     0.229     59
37905     0.263     51
37906     0.226     48
37907     0.170     46
37908     0.195     47
37909     0.204     46
37910     0.214     48
37911     0.152     48
37912     0.139     51
37913     0.141     51
37914     0.138     47
37915     0.152     49
37916     0.161     49
37917     0.135     53
37918     0.162     52
37919     0.151     58
37920     0.098     55
37921     0.150     58
37922     0.170     55
37923     0.144     59
37924     0.140     55
37925     0.118     52
37926     0.166     55
37927     0.220     53
37928     0.194     54
37929     0.182     50
37930     0.115     51
37931     0.129     50
37932     0.107     55
37933     0.124     57
37934     0.140     59
37935     0.166     55
37936     0.146     55
37937     0.137     57
37938     0.155     54
37939     0.124     54
37940     0.148     53
37941     0.103     53
37942     0.151     52
37943     0.158     55
37944     0.101     58
37945     0.093     58
37946     0.150     56
37947     0.138     57
37948     0.067     57
37949     0.068     55
37950     0.110     52
37951     0.079     54
37952     0.106     58
37953     0.111     54
37954     0.096     60
37955     0.089     49
37956     0.077     52
37957     0.064     57
37958     0.069     53
37959     0.058     48
37960     0.089     56
37961     0.086     55
37962     0.070     55
37963     0.125     59
37964     0.115     55
37965     0.099     61
37966     0.156     55
37967     0.125     59
37968     0.143     54
37969     0.173     56
37970     0.163     61
37971     0.175     58
37972     0.203     54
37973     0.173     58
37974     0.211     52
37975     0.198     59
37976     0.196     57
37977     0.226     55
37978     0.160     55
37979     0.203     57
37980     0.112     56
37981     0.117     64
37982     0.136     56
37983     0.116     51
37984     0.089     58
37985     0.126     63
37986     0.095     64
37987     0.072     62
37988     0.085     56
37989     0.082     55
37990     0.083     59
37991     0.047     60
37992     0.085     60
37993     0.096     56
37994     0.113     60
37995     0.121     60
37996     0.117     66
37997     0.153     65
37998     0.128     69
37999     0.153     65
38000     0.247     65
38001     0.190     68
38002     0.221     57
38003     0.210     57
38004     0.205     59
38005     0.161     61
38006     0.198     58
38007     0.212     55
38008     0.235     56
38009     0.231     49
38010     0.186     51
38011     0.168     53
38012     0.167     53
38013     0.121     52
38014     0.095     52
38015     0.094     49
38016     0.164     47
38017     0.149     42
38018     0.193     46
38019     0.224     42
38020     0.218     42
38021     0.212     45
38022     0.134     48
38023     0.073     47
38024     0.031     50
38025     0.031     48
38026     0.045     49
38027     0.061     49
38028     0.092     48
38029     0.059     47
38030     0.072     40
38031     0.106     44
38032     0.089     43
38033     0.108     50
38034     0.130     53
38035     0.120     52
38036     0.154     54
38037     0.145     55
38038     0.171     53
38039     0.165     55
38040     0.122     53
38041     0.104     58
38042     0.110     51
38043     0.108     52
38044     0.121     45
38045     0.113     51
38046     0.129     47
38047     0.069     49
38048     0.091     49
38049     0.067     50
38050     0.049     52
38051     0.055     50
38052     0.068     53
38053     0.093     48
38054     0.077     48
38055     0.111     49
38056     0.139     46
38057     0.124     49
38058     0.186     52
38059     0.214     45
38060     0.202     48
38061     0.195     47
38062     0.173     46
38063     0.182     49
38064     0.178     47
38065     0.153     51
38066     0.156     46
38067     0.165     40
38068     0.181     43
38069     0.242     41
38070     0.229     40
38071     0.195     44
38072     0.168     43
38073     0.105     49
38074     0.080     44
38075     0.090     44
38076     0.098     42
38077     0.187     40
38078     0.224     40
38079     0.226     40
38080     0.191     44
38081     0.203     46
38082     0.186     47
38083     0.119     53
38084     0.119     52
38085     0.133     56
38086     0.114     55
38087     0.133     55
38088     0.112     58
38089     0.124     61
38090     0.149     60
38091     0.199     59
38092     0.199     60
38093     0.132     57
38094     0.103     61
38095     0.143     67
38096     0.174     62
38097     0.193     61
38098     0.192     62
38099     0.226     62
38100     0.214     60
38101     0.271     55
38102     0.168     61
38103     0.173     53
38104     0.217     46
38105     0.193     43
38106     0.200     44
38107     0.213     39
38108     0.196     40
38109     0.165     40
38110     0.142     42
38111     0.221     41
38112     0.185     43
38113     0.229     39
38114     0.271     42
38115     0.255     42
38116     0.195     42
38117     0.203     53
38118     0.175     57
38119     0.161     58
38120     0.145     61
38121     0.153     62
38122     0.189     57
38123     0.192     57
38124     0.183     60
38125     0.193     58
38126     0.163     61
38127     0.202     60
38128     0.198     55
38129     0.158     60
38130     0.206     52
38131     0.170     62
38132     0.216     63
38133     0.153     58
38134     0.069     61
38135     0.106     61
38136     0.150     51
38137     0.139     53
38138     0.108     46
38139     0.140     51
38140     0.102     53
38141     0.155     54
38142     0.118     57
38143     0.164     57
38144     0.190     52
38145     0.198     52
38146     0.221     57
38147     0.241     54
38148     0.265     53
38149     0.201     55
38150     0.212     52
38151     0.184     49
38152     0.120     53
38153     0.181     49
38154     0.170     45
38155     0.169     49
38156     0.110     53
38157     0.129     49
38158     0.129     50
38159     0.125     50
38160     0.126     52
38161     0.131     48
38162     0.143     55
38163     0.176     52
38164     0.124     46
38165     0.134     46
38166     0.176     48
38167     0.194     51
38168     0.200     55
38169     0.194     59
38170     0.174     58
38171     0.176     53
38172     0.160     58
38173     0.180     52
38174     0.177     51
38175     0.142     57
38176     0.078     53
38177     0.087     53
38178     0.122     56
38179     0.106     54
38180     0.108     58
38181     0.113     65
38182     0.152     63
38183     0.168     66
38184     0.178     63
38185     0.227     66
38186     0.243     69
38187     0.273     66
38188     0.312     61
38189     0.354     56
38190     0.384     57
38191     0.384     58
38192     0.349     57
38193     0.355     59
38194     0.324     56
38195     0.300     59
38196     0.276     59
38197     0.317     58
38198     0.299     58
38199     0.251     58
38200     0.272     56
38201     0.236     57
38202     0.243     56
38203     0.191     50
38204     0.170     51
38205     0.147     45
38206     0.131     50
38207     0.094     49
38208     0.137     53
38209     0.123     50
38210     0.136     52
38211     0.163     50
38212     0.138     52
38213     0.144     49
38214     0.102     39
38215     0.122     45
38216     0.097     37
38217     0.116     39
38218     0.086     35
38219     0.137     40
38220     0.164     45
38221     0.198     45
38222     0.140     41
38223     0.188     43
38224     0.167     43
38225     0.162     43
38226     0.171     38
38227     0.152     42
38228     0.153     39
38229     0.160     36
38230     0.143     42
38231     0.146     37
38232     0.198     39
38233     0.182     45
38234     0.197     47
38235     0.238     45
38236     0.222     46
38237     0.218     43
38238     0.142     42
38239     0.161     42
38240     0.178     39
38241     0.195     37
38242     0.150     41
38243     0.139     39
38244     0.137     35
38245     0.121     34
38246     0.114     39
38247     0.083     39
38248     0.125     40
38249     0.115     42
38250     0.118     45
38251     0.119     50
38252     0.083     61
38253     0.142     56
38254     0.138     56
38255     0.098     51
38256     0.131     48
38257     0.076     49
38258     0.119     55
38259     0.084     55
38260     0.118     56
38261     0.182     51
38262     0.165     48
38263     0.160     50
38264     0.162     47
38265     0.129     54
38266     0.193     48
38267     0.142     47
38268     0.213     40
38269     0.079     42
38270     0.110     39
38271     0.137     36
38272     0.124     40
38273     0.154     41
38274     0.105     43
38275     0.117     41
38276     0.093     44
38277     0.064     50
38278     0.042     46
38279     0.038     50
38280     0.135     54
38281     0.119     50
38282     0.192     49
38283     0.171     44
38284     0.175     43
38285     0.284     48
38286     0.189     46
38287     0.146     48
38288     0.137     50
38289     0.131     49
38290     0.114     58
38291     0.133     55
38292     0.097     56
38293     0.109     60
38294     0.180     56
38295     0.173     54
38296     0.168     57
38297     0.234     63
38298     0.218     63
38299     0.253     60
38300     0.309     55
38301     0.385     57
38302     0.366     56
38303     0.395     56
38304     0.321     56
38305     0.355     56
38306     0.343     63
38307     0.329     56
38308     0.308     60
38309     0.278     64
38310     0.252     53
38311     0.186     57
38312     0.092     57
38313     0.104     58
38314     0.134     57
38315     0.097     54
38316     0.088     56
38317     0.125     53
38318     0.128     49
38319     0.133     48
38320     0.145     53
38321     0.252     53
38322     0.188     51
38323     0.259     47
38324     0.233     51
38325     0.165     53
38326     0.129     51
38327     0.122     55
38328     0.108     57
38329     0.061     52
38330     0.055     55
38331     0.046     55
38332     0.083     52
38333     0.020     49
38334     0.102     50
38335     0.092     51
38336     0.125     59
38337     0.100     56
38338     0.127     58
38339     0.128     55
38340     0.109     57
38341     0.100     55
38342     0.113     63
38343     0.175     61
38344     0.180     55
38345     0.136     53
38346     0.174     53
38347     0.155     54
38348     0.182     54
38349     0.209     56
38350     0.171     55
38351     0.203     57
38352     0.147     60
38353     0.108     56
38354     0.121     55
38355     0.073     60
38356     0.076     56
38357     0.127     61
38358     0.111     60
38359     0.111     59
38360     0.105     62
38361     0.123     63
38362     0.170     63
38363     0.183     64
38364     0.227     64
38365     0.200     63
38366     0.249     62
38367     0.199     65
38368     0.270     57
38369     0.247     51
38370     0.252     54
38371     0.205     49
38372     0.189     52
38373     0.141     61
38374     0.107     57
38375     0.055     57
38376     0.080     58
38377     0.093     51
38378     0.089     55
38379     0.133     56
38380     0.191     56
38381     0.191     55
38382     0.185     58
38383     0.185     60
38384     0.206     58
38385     0.186     58
38386     0.177     61
38387     0.195     63
38388     0.178     65
38389     0.178     62
38390     0.209     60
38391     0.169     57
38392     0.201     60
38393     0.181     57
38394     0.212     59
38395     0.149     62
38396     0.164     58
38397     0.123     56
38398     0.120     57
38399     0.120     55
38400     0.095     51
38401     0.106     51
38402     0.092     50
38403     0.113     54
38404     0.128     54
38405     0.164     49
38406     0.192     48
38407     0.267     51
38408     0.236     53
38409     0.215     53
38410     0.226     55
38411     0.197     49
38412     0.210     47
38413     0.227     47
38414     0.275     52
38415     0.233     59
38416     0.257     58
38417     0.199     60
38418     0.217     59
38419     0.202     65
38420     0.170     59
38421     0.149     55
38422     0.176     55
38423     0.183     52
38424     0.166     56
38425     0.201     52
38426     0.166     52
38427     0.118     55
38428     0.133     52
38429     0.171     49
38430     0.169     55
38431     0.170     60
38432     0.213     58
38433     0.165     54
38434     0.163     60
38435     0.133     59
38436     0.152     55
38437     0.142     52
38438     0.166     51
38439     0.180     58
38440     0.204     56
38441     0.186     54
38442     0.250     49
38443     0.160     50
38444     0.114     53
38445     0.110     54
38446     0.098     53
38447     0.177     50
38448     0.223     52
38449     0.193     54
38450     0.198     54
38451     0.240     60
38452     0.228     58
38453     0.254     57
38454     0.263     52
38455     0.278     59
38456     0.266     58
38457     0.252     55
38458     0.246     56
38459     0.220     58
38460     0.154     61
38461     0.160     62
38462     0.094     60
38463     0.043     58
38464     0.050     62
38465     0.064     61
38466     0.039     60
38467     0.055     61
38468     0.087     62
38469     0.102     67
38470     0.114     64
38471     0.107     61
38472     0.149     59
38473     0.129     59
38474     0.121     60
38475     0.083     58
38476     0.109     58
38477     0.156     60
38478     0.172     63
38479     0.165     61
38480     0.103     59
38481     0.123     58
38482     0.138     60
38483     0.139     59
38484     0.160     59
38485     0.143     62
38486     0.113     67
38487     0.139     65
38488     0.158     64
38489     0.148     66
38490     0.118     64
38491     0.094     64
38492     0.071     65
38493     0.085     59
38494     0.095     60
38495     0.120     57
38496     0.160     59
38497     0.161     64
38498     0.121     65
38499     0.112     67
38500     0.112     58
38501     0.126     61
38502     0.135     60
38503     0.208     51
38504     0.224     52
38505     0.224     51
38506     0.224     50
38507     0.224     48
38508     0.162     50
38509     0.153     49
38510     0.186     51
38511     0.096     57
38512     0.119     56
38513     0.081     53
38514     0.085     54
38515     0.056     57
38516     0.082     58
38517     0.160     55
38518     0.105     55
38519     0.118     55
38520     0.098     48
38521     0.106     52
38522     0.139     48
38523     0.134     51
38524     0.135     45
38525     0.227     48
38526     0.226     45
38527     0.201     49
38528     0.169     53
38529     0.161     53
38530     0.174     56
38531     0.151     58
38532     0.154     63
38533     0.110     64
38534     0.140     65
38535     0.143     66
38536     0.182     63
38537     0.197     68
38538     0.192     71
38539     0.191     67
38540     0.210     67
38541     0.216     63
38542     0.240     60
38543     0.201     62
38544     0.188     70
38545     0.154     66
38546     0.137     57
38547     0.122     57
38548     0.134     58
38549     0.133     53
38550     0.145     56
38551     0.175     54
38552     0.176     52
38553     0.172     54
38554     0.136     48
38555     0.143     45
38556     0.176     51
38557     0.156     51
38558     0.180     51
38559     0.135     46
38560     0.155     48
38561     0.188     47
38562     0.183     49
38563     0.209     48
38564     0.205     44
38565     0.261     45
38566     0.203     47
38567     0.169     47
38568     0.118     50
38569     0.104     54
38570     0.136     54
38571     0.162     57
38572     0.145     55
38573     0.139     50
38574     0.124     55
38575     0.176     56
38576     0.163     50
38577     0.157     45
38578     0.145     55
38579     0.137     54
38580     0.138     56
38581     0.168     55
38582     0.172     55
38583     0.133     59
38584     0.083     57
38585     0.090     59
38586     0.083     62
38587     0.136     69
38588     0.145     59
38589     0.147     66
38590     0.118     63
38591     0.127     58
38592     0.122     56
38593     0.100     56
38594     0.115     58
38595     0.152     58
38596     0.176     58
38597     0.199     57
38598     0.117     59
38599     0.140     57
38600     0.114     56
38601     0.124     60
38602     0.101     57
38603     0.155     60
38604     0.207     60
38605     0.152     58
38606     0.143     56
38607     0.179     59
38608     0.137     59
38609     0.181     59
38610     0.162     58
38611     0.109     53
38612     0.133     54
38613     0.050     59
38614     0.033     60
38615     0.049     65
38616     0.040     61
38617     0.106     55
38618     0.126     63
38619     0.101     64
38620     0.106     64
38621     0.094     60
38622     0.118     64
38623     0.089     62
38624     0.075     60
38625     0.098     59
38626     0.084     62
38627     0.116     59
38628     0.096     55
38629     0.128     57
38630     0.133     61
38631     0.095     60
38632     0.095     61
38633     0.072     60
38634     0.090     55
38635     0.110     56
38636     0.088     55
38637     0.123     55
38638     0.108     57
38639     0.114     52
38640     0.114     50
38641     0.100     50
38642     0.086     51
38643     0.104     54
38644     0.128     55
38645     0.150     57
38646     0.131     54
38647     0.147     50
38648     0.123     50
38649     0.159     52
38650     0.156     49
38651     0.139     52
38652     0.123     58
38653     0.178     59
38654     0.220     59
38655     0.180     56
38656     0.194     63
38657     0.147     62
38658     0.189     56
38659     0.186     48
38660     0.141     53
38661     0.136     52
38662     0.174     52
38663     0.174     58
38664     0.219     48
38665     0.181     50
38666     0.223     48
38667     0.290     50
38668     0.267     50
38669     0.311     51
38670     0.286     49
38671     0.285     50
38672     0.310     50
38673     0.251     51
38674     0.208     55
38675     0.184     52
38676     0.164     58
38677     0.143     51
38678     0.197     55
38679     0.197     56
38680     0.220     53
38681     0.273     54
38682     0.256     55
38683     0.296     54
38684     0.308     54
38685     0.290     55
38686     0.245     59
38687     0.262     53
38688     0.203     55
38689     0.189     59
38690     0.200     59
38691     0.230     58
38692     0.216     59
38693     0.191     57
38694     0.197     53
38695     0.183     55
38696     0.136     61
38697     0.156     57
38698     0.195     58
38699     0.118     54
38700     0.139     58
38701     0.164     58
38702     0.192     57
38703     0.194     59
38704     0.195     62
38705     0.172     59
38706     0.208     61
38707     0.180     66
38708     0.158     61
38709     0.169     57
38710     0.110     58
38711     0.111     61
38712     0.106     62
38713     0.112     64
38714     0.092     65
38715     0.102     64
38716     0.068     63
38717     0.092     69
38718     0.084     65
38719     0.121     61
38720     0.090     54
38721     0.097     56
38722     0.083     61
38723     0.094     57
38724     0.158     59
38725     0.105     58
38726     0.154     59
38727     0.147     59
38728     0.131     61
38729     0.123     59
38730     0.158     59
38731     0.163     59
38732     0.161     57
38733     0.124     59
38734     0.155     62
38735     0.177     62
38736     0.173     60
38737     0.154     61
38738     0.139     67
38739     0.115     63
38740     0.125     65
38741     0.133     60
38742     0.136     63
38743     0.136     67
38744     0.144     62
38745     0.197     58
38746     0.200     56
38747     0.208     59
38748     0.208     61
38749     0.222     63
38750     0.199     62
38751     0.222     65
38752     0.190     61
38753     0.199     68
38754     0.174     65
38755     0.139     65
38756     0.159     66
38757     0.174     64
38758     0.194     61
38759     0.191     62
38760     0.175     60
38761     0.183     56
38762     0.147     51
38763     0.169     57
38764     0.212     57
38765     0.249     55
38766     0.232     55
38767     0.252     52
38768     0.239     61
38769     0.274     55
38770     0.220     59
38771     0.181     58
38772     0.184     62
38773     0.159     53
38774     0.148     55
38775     0.094     58
38776     0.104     61
38777     0.041     60
38778     0.022     67
38779     0.066     63
38780     0.095     65
38781     0.094     67
38782     0.156     64
38783     0.158     60
38784     0.092     64
38785     0.138     62
38786     0.116     64
38787     0.143     64
38788     0.193     59
38789     0.132     59
38790     0.123     57
38791     0.150     53
38792     0.117     55
38793     0.078     58
38794     0.082     57
38795     0.080     57
38796     0.053     53
38797     0.103     51
38798     0.075     48
38799     0.084     49
38800     0.108     47
38801     0.129     43
38802     0.121     44
38803     0.133     48
38804     0.141     48
38805     0.130     45
38806     0.155     43
38807     0.177     55
38808     0.205     49
38809     0.196     46
38810     0.231     48
38811     0.209     49
38812     0.226     55
38813     0.290     56
38814     0.248     57
38815     0.279     54
38816     0.215     58
38817     0.174     57
38818     0.145     51
38819     0.119     53
38820     0.121     49
38821     0.134     52
38822     0.087     51
38823     0.103     48
38824     0.136     47
38825     0.093     46
38826     0.130     48
38827     0.160     53
38828     0.128     54
38829     0.072     51
38830     0.064     50
38831     0.049     50
38832     0.099     51
38833     0.126     48
38834     0.116     50
38835     0.207     46
38836     0.190     45
38837     0.190     43
38838     0.169     48
38839     0.235     46
38840     0.214     50
38841     0.183     53
38842     0.088     55
38843     0.121     49
38844     0.132     50
38845     0.162     49
38846     0.070     52
38847     0.062     56
38848     0.113     55
38849     0.104     62
38850     0.160     57
38851     0.163     54
38852     0.180     58
38853     0.176     55
38854     0.222     52
38855     0.218     54
38856     0.279     52
38857     0.315     50
38858     0.275     51
38859     0.220     52
38860     0.181     53
38861     0.172     51
38862     0.273     49
38863     0.255     48
38864     0.295     51
38865     0.293     54
38866     0.252     50
38867     0.275     53
38868     0.215     56
38869     0.240     55
38870     0.205     53
38871     0.149     52
38872     0.176     50
38873     0.221     50
38874     0.227     52
38875     0.207     54
38876     0.185     55
38877     0.161     52
38878     0.157     56
38879     0.155     55
38880     0.182     59
38881     0.152     59
38882     0.142     58
38883     0.144     60
38884     0.133     64
38885     0.132     62
38886     0.121     59
38887     0.146     56
38888     0.101     56
38889     0.105     60
38890     0.212     57
38891     0.170     56
38892     0.226     61
38893     0.240     63
38894     0.254     62
38895     0.247     57
38896     0.217     63
38897     0.219     67
38898     0.262     61
38899     0.268     65
38900     0.288     61
38901     0.261     73
38902     0.255     68
38903     0.196     72
38904     0.182     58
38905     0.188     58
38906     0.200     68
38907     0.171     72
38908     0.137     62
38909     0.092     62
38910     0.103     60
38911     0.121     61
38912     0.098     52
38913     0.128     50
38914     0.129     51
38915     0.125     47
38916     0.153     47
38917     0.176     43
38918     0.115     46
38919     0.099     43
38920     0.108     48
38921     0.133     41
38922     0.163     44
38923     0.179     44
38924     0.174     47
38925     0.197     43
38926     0.200     44
38927     0.217     46
38928     0.266     40
38929     0.237     44
38930     0.137     46
38931     0.143     49
