#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
62170     0.119     56
62171     0.153     55
62172     0.118     54
62173     0.136     52
62174     0.082     59
62175     0.111     55
62176     0.119     52
62177     0.106     51
62178     0.159     50
62179     0.136     43
62180     0.125     48
62181     0.163     54
62182     0.141     52
62183     0.167     53
62184     0.163     49
62185     0.101     50
62186     0.132     55
62187     0.162     57
62188     0.125     56
62189     0.113     59
62190     0.091     59
62191     0.120     67
62192     0.095     60
62193     0.107     59
62194     0.103     57
62195     0.121     56
62196     0.114     62
62197     0.123     59
62198     0.153     56
62199     0.162     61
62200     0.160     59
62201     0.195     55
62202     0.137     56
62203     0.117     53
62204     0.156     53
62205     0.142     54
62206     0.166     57
62207     0.229     54
62208     0.193     57
62209     0.186     55
62210     0.192     53
62211     0.271     54
62212     0.249     59
62213     0.266     58
62214     0.235     59
62215     0.209     58
62216     0.209     56
62217     0.138     59
62218     0.145     52
62219     0.152     54
62220     0.112     54
62221     0.122     54
62222     0.093     51
62223     0.091     49
62224     0.146     56
62225     0.122     56
62226     0.193     55
62227     0.165     57
62228     0.125     54
62229     0.114     51
62230     0.092     55
62231     0.075     56
62232     0.047     55
62233     0.076     54
62234     0.108     48
62235     0.104     52
62236     0.121     50
62237     0.152     51
62238     0.162     54
62239     0.193     47
62240     0.192     46
62241     0.208     52
62242     0.218     51
62243     0.210     51
62244     0.202     49
62245     0.112     48
62246     0.125     53
62247     0.085     58
62248     0.096     60
62249     0.052     59
62250     0.090     51
62251     0.062     51
62252     0.068     48
62253     0.108     44
62254     0.121     44
62255     0.172     42
62256     0.215     41
62257     0.180     45
62258     0.120     46
62259     0.148     45
62260     0.136     49
62261     0.183     48
62262     0.153     51
62263     0.154     54
62264     0.228     53
62265     0.219     62
62266     0.253     61
62267     0.210     57
62268     0.210     64
62269     0.224     61
62270     0.279     60
62271     0.275     57
62272     0.232     55
62273     0.233     54
62274     0.166     54
62275     0.135     57
62276     0.116     63
62277     0.086     58
62278     0.121     61
62279     0.171     58
62280     0.174     63
62281     0.175     59
62282     0.169     56
62283     0.143     59
62284     0.122     56
62285     0.165     56
62286     0.214     58
62287     0.188     63
62288     0.207     62
62289     0.215     68
62290     0.207     51
62291     0.212     54
62292     0.219     52
62293     0.161     50
62294     0.054     51
62295     0.059     57
62296     0.079     55
62297     0.086     55
62298     0.103     52
62299     0.107     54
62300     0.109     57
62301     0.117     56
62302     0.058     56
62303     0.110     54
62304     0.112     54
62305     0.128     53
62306     0.113     53
62307     0.111     54
62308     0.097     57
62309     0.115     54
62310     0.098     53
62311     0.068     53
62312     0.049     54
62313     0.043     50
62314     0.104     48
62315     0.072     49
62316     0.058     48
62317     0.098     44
62318     0.154     41
62319     0.146     52
62320     0.129     53
62321     0.172     54
62322     0.178     61
62323     0.177     57
62324     0.151     56
62325     0.122     48
62326     0.168     42
62327     0.170     47
62328     0.149     47
62329     0.094     53
62330     0.045     51
62331     0.080     50
62332     0.088     51
62333     0.059     49
62334     0.102     55
62335     0.068     52
62336     0.076     51
62337     0.102     48
62338     0.073     48
62339     0.062     48
62340     0.102     53
62341     0.099     48
62342     0.155     47
62343     0.144     54
62344     0.105     54
62345     0.158     51
62346     0.160     58
62347     0.184     57
62348     0.132     59
62349     0.117     54
62350     0.124     57
62351     0.148     57
62352     0.162     55
62353     0.100     54
62354     0.083     53
62355     0.088     54
62356     0.079     52
62357     0.076     52
62358     0.089     48
62359     0.105     50
62360     0.115     57
62361     0.136     60
62362     0.137     60
62363     0.143     56
62364     0.175     62
62365     0.140     62
62366     0.155     57
62367     0.104     57
62368     0.079     58
62369     0.137     60
62370     0.112     58
62371     0.094     54
62372     0.057     57
62373     0.118     58
62374     0.088     59
62375     0.098     59
62376     0.115     56
62377     0.157     62
62378     0.164     60
62379     0.160     60
62380     0.144     61
62381     0.063     64
62382     0.085     62
62383     0.109     60
62384     0.151     58
62385     0.141     63
62386     0.145     61
62387     0.164     61
62388     0.158     58
62389     0.143     59
62390     0.200     56
62391     0.164     59
62392     0.192     58
62393     0.227     60
62394     0.201     56
62395     0.248     56
62396     0.199     53
62397     0.202     53
62398     0.138     54
62399     0.109     56
62400     0.068     51
62401     0.090     52
62402     0.077     48
62403     0.096     49
62404     0.113     45
62405     0.114     43
62406     0.125     50
62407     0.113     54
62408     0.156     54
62409     0.146     55
62410     0.123     54
62411     0.163     54
62412     0.194     53
62413     0.152     48
62414     0.208     48
62415     0.132     51
62416     0.135     53
62417     0.105     57
62418     0.091     53
62419     0.130     54
62420     0.114     55
62421     0.153     54
62422     0.168     50
62423     0.175     47
62424     0.141     48
62425     0.061     48
62426     0.047     50
62427     0.064     51
62428     0.090     52
62429     0.042     58
62430     0.083     57
62431     0.111     56
62432     0.140     50
62433     0.119     52
62434     0.143     52
62435     0.108     55
62436     0.128     49
62437     0.118     53
62438     0.121     54
62439     0.129     51
62440     0.119     45
62441     0.129     46
62442     0.194     42
62443     0.181     45
62444     0.183     43
62445     0.102     52
62446     0.140     58
62447     0.172     56
62448     0.196     49
62449     0.273     48
62450     0.275     46
62451     0.283     45
62452     0.256     49
62453     0.260     48
62454     0.270     47
62455     0.289     48
62456     0.300     39
62457     0.286     34
62458     0.288     35
62459     0.279     37
62460     0.243     40
62461     0.242     38
62462     0.198     35
62463     0.238     32
62464     0.200     38
62465     0.206     34
62466     0.199     37
62467     0.238     36
62468     0.273     35
62469     0.213     37
62470     0.199     40
62471     0.220     38
62472     0.144     40
62473     0.106     44
62474     0.115     46
62475     0.101     48
62476     0.148     42
62477     0.114     47
62478     0.169     41
62479     0.195     42
62480     0.186     42
62481     0.178     50
62482     0.170     50
62483     0.174     46
62484     0.169     42
62485     0.169     53
62486     0.112     56
62487     0.142     51
62488     0.142     53
62489     0.115     52
62490     0.163     52
62491     0.164     55
62492     0.154     55
62493     0.095     57
62494     0.100     54
62495     0.085     56
62496     0.093     52
62497     0.126     46
62498     0.158     47
62499     0.109     51
62500     0.117     50
62501     0.181     46
62502     0.212     44
62503     0.177     45
62504     0.142     49
62505     0.139     53
62506     0.190     49
62507     0.225     45
62508     0.205     48
62509     0.239     43
62510     0.228     43
62511     0.255     40
62512     0.283     38
62513     0.233     37
62514     0.142     37
62515     0.138     30
62516     0.190     28
62517     0.283     26
62518     0.246     29
62519     0.251     37
62520     0.342     32
62521     0.340     37
62522     0.375     34
62523     0.340     49
62524     0.349     47
62525     0.323     41
62526     0.275     52
62527     0.239     45
62528     0.150     48
62529     0.136     47
62530     0.204     46
62531     0.167     54
62532     0.185     49
62533     0.197     46
62534     0.157     47
62535     0.186     42
62536     0.236     41
62537     0.220     44
62538     0.264     46
62539     0.269     45
62540     0.327     47
62541     0.247     46
62542     0.258     43
62543     0.208     46
62544     0.199     46
62545     0.160     45
62546     0.165     45
62547     0.165     43
62548     0.143     39
62549     0.146     49
62550     0.222     48
62551     0.256     46
62552     0.257     49
62553     0.306     49
62554     0.271     52
62555     0.264     53
62556     0.185     53
62557     0.176     52
62558     0.219     42
62559     0.164     46
62560     0.193     45
62561     0.191     49
62562     0.213     46
62563     0.178     48
62564     0.190     50
62565     0.177     54
62566     0.151     55
62567     0.136     52
62568     0.153     54
62569     0.154     58
62570     0.089     55
62571     0.137     57
62572     0.123     57
62573     0.089     54
62574     0.082     59
62575     0.080     57
62576     0.051     60
62577     0.053     57
62578     0.032     59
62579     0.073     56
62580     0.079     55
62581     0.075     65
62582     0.108     62
62583     0.125     63
62584     0.129     67
62585     0.134     68
62586     0.153     65
62587     0.160     66
62588     0.163     58
62589     0.194     58
62590     0.169     58
62591     0.181     57
62592     0.154     64
62593     0.165     66
62594     0.089     68
62595     0.130     70
62596     0.102     67
62597     0.073     70
62598     0.104     69
62599     0.089     65
62600     0.092     52
62601     0.164     47
62602     0.227     47
62603     0.232     49
62604     0.241     50
62605     0.223     49
62606     0.187     56
62607     0.184     49
62608     0.197     49
62609     0.224     52
62610     0.235     53
62611     0.190     50
62612     0.279     45
62613     0.274     43
62614     0.318     46
62615     0.344     50
62616     0.347     49
62617     0.315     50
62618     0.236     53
62619     0.225     60
62620     0.150     56
62621     0.164     57
62622     0.159     56
62623     0.151     58
62624     0.140     57
62625     0.134     56
62626     0.153     49
62627     0.120     51
62628     0.156     48
62629     0.169     52
62630     0.168     55
62631     0.182     55
62632     0.168     61
62633     0.174     57
62634     0.149     55
62635     0.172     54
62636     0.147     46
62637     0.192     48
62638     0.239     45
62639     0.193     45
62640     0.220     48
62641     0.169     48
62642     0.199     48
62643     0.212     49
62644     0.234     49
62645     0.268     52
62646     0.245     51
62647     0.214     51
62648     0.197     52
62649     0.204     52
62650     0.173     52
62651     0.130     55
62652     0.154     50
62653     0.130     50
62654     0.087     53
62655     0.066     54
62656     0.170     52
62657     0.167     48
62658     0.125     52
62659     0.143     56
62660     0.158     60
62661     0.149     56
62662     0.185     51
62663     0.143     50
62664     0.116     51
62665     0.089     51
62666     0.082     51
62667     0.116     54
62668     0.145     50
62669     0.177     52
62670     0.225     54
62671     0.165     54
62672     0.157     56
62673     0.148     58
62674     0.118     58
62675     0.122     57
62676     0.141     59
62677     0.177     53
62678     0.111     55
62679     0.120     57
62680     0.142     62
62681     0.124     62
62682     0.114     63
62683     0.135     62
62684     0.162     53
62685     0.149     58
62686     0.114     55
62687     0.121     54
62688     0.107     55
62689     0.083     59
62690     0.120     59
62691     0.115     60
62692     0.095     63
62693     0.072     63
62694     0.063     57
62695     0.047     59
62696     0.046     61
62697     0.056     58
62698     0.039     59
62699     0.084     59
62700     0.133     55
62701     0.121     53
62702     0.104     56
62703     0.073     60
62704     0.065     54
62705     0.122     56
62706     0.095     59
62707     0.175     54
62708     0.089     54
62709     0.103     55
62710     0.117     55
62711     0.132     57
62712     0.136     62
62713     0.090     62
62714     0.121     62
62715     0.132     62
62716     0.155     64
62717     0.178     69
62718     0.219     60
62719     0.262     65
62720     0.311     60
62721     0.230     71
62722     0.196     64
62723     0.198     60
62724     0.186     59
62725     0.190     57
62726     0.148     53
62727     0.134     55
62728     0.143     51
62729     0.133     50
62730     0.122     52
62731     0.144     52
62732     0.175     50
62733     0.188     51
62734     0.164     49
62735     0.250     51
62736     0.240     57
62737     0.283     57
62738     0.279     56
62739     0.295     51
62740     0.230     54
62741     0.193     59
62742     0.166     56
62743     0.199     56
62744     0.160     61
62745     0.187     64
62746     0.175     61
62747     0.109     55
62748     0.123     57
62749     0.102     57
62750     0.116     59
62751     0.128     57
62752     0.161     59
62753     0.169     56
62754     0.181     59
62755     0.167     59
62756     0.176     64
62757     0.174     60
62758     0.164     57
62759     0.139     59
62760     0.145     57
62761     0.181     59
62762     0.136     60
62763     0.145     59
62764     0.129     63
62765     0.139     64
62766     0.136     62
62767     0.120     63
62768     0.166     62
62769     0.185     62
62770     0.207     62
62771     0.204     62
62772     0.186     64
62773     0.200     66
62774     0.238     60
62775     0.237     58
62776     0.225     54
62777     0.220     48
62778     0.259     46
62779     0.230     49
62780     0.213     51
62781     0.240     46
62782     0.206     44
62783     0.258     45
62784     0.216     44
62785     0.215     41
62786     0.225     40
62787     0.166     46
62788     0.163     49
62789     0.158     52
62790     0.133     55
62791     0.187     58
62792     0.202     54
62793     0.244     52
62794     0.256     49
62795     0.332     48
62796     0.339     48
62797     0.245     49
62798     0.235     49
62799     0.238     48
62800     0.216     52
62801     0.197     49
62802     0.136     53
62803     0.106     55
62804     0.156     56
62805     0.100     62
62806     0.117     59
62807     0.158     57
62808     0.154     56
62809     0.170     52
62810     0.171     55
62811     0.128     62
62812     0.112     60
62813     0.235     52
62814     0.240     50
62815     0.221     59
62816     0.277     53
62817     0.275     49
62818     0.210     51
62819     0.202     48
62820     0.163     51
62821     0.175     49
62822     0.142     50
62823     0.141     51
62824     0.078     53
62825     0.097     60
62826     0.145     60
62827     0.122     59
62828     0.140     53
62829     0.167     57
62830     0.174     54
62831     0.178     51
62832     0.172     49
62833     0.202     51
62834     0.194     51
62835     0.206     51
62836     0.226     56
62837     0.229     54
62838     0.201     48
62839     0.195     53
62840     0.163     55
62841     0.151     61
62842     0.119     61
62843     0.126     59
62844     0.107     57
62845     0.092     54
62846     0.118     57
62847     0.130     56
62848     0.077     59
62849     0.112     63
62850     0.133     66
62851     0.098     61
62852     0.133     52
62853     0.075     58
62854     0.116     58
62855     0.128     58
62856     0.146     55
62857     0.110     54
62858     0.160     60
62859     0.134     62
62860     0.176     65
62861     0.194     61
62862     0.174     53
62863     0.173     55
62864     0.150     50
62865     0.146     47
62866     0.146     46
62867     0.143     50
62868     0.144     49
62869     0.127     46
62870     0.069     44
62871     0.077     41
62872     0.079     46
62873     0.101     41
62874     0.137     46
62875     0.123     46
62876     0.129     52
62877     0.179     47
62878     0.194     48
62879     0.129     50
62880     0.088     45
62881     0.087     45
62882     0.047     45
62883     0.069     47
62884     0.092     48
62885     0.099     49
62886     0.101     46
62887     0.141     47
62888     0.182     45
62889     0.131     56
62890     0.136     51
62891     0.118     56
62892     0.108     57
62893     0.077     59
62894     0.076     54
62895     0.099     49
62896     0.081     45
62897     0.189     38
62898     0.164     48
62899     0.144     49
62900     0.160     47
62901     0.153     49
62902     0.146     50
62903     0.171     62
62904     0.160     62
62905     0.176     60
62906     0.143     61
62907     0.120     54
62908     0.115     48
62909     0.102     49
62910     0.094     50
62911     0.119     40
62912     0.101     45
62913     0.116     41
62914     0.164     43
62915     0.110     50
62916     0.136     52
62917     0.072     50
62918     0.084     54
62919     0.091     53
62920     0.101     53
62921     0.097     53
62922     0.124     53
62923     0.124     54
62924     0.144     56
62925     0.113     59
62926     0.150     51
62927     0.161     48
62928     0.145     52
62929     0.156     53
62930     0.198     53
62931     0.235     52
62932     0.243     49
62933     0.234     51
62934     0.206     49
62935     0.192     42
62936     0.208     37
62937     0.219     36
62938     0.092     41
62939     0.080     42
62940     0.148     39
62941     0.169     42
62942     0.148     43
62943     0.171     41
62944     0.152     37
62945     0.156     37
62946     0.104     35
62947     0.098     43
62948     0.052     42
62949     0.049     43
62950     0.053     46
62951     0.097     48
62952     0.125     47
62953     0.117     49
62954     0.147     52
62955     0.107     53
62956     0.093     60
62957     0.120     53
62958     0.095     57
62959     0.100     46
62960     0.159     44
62961     0.275     45
62962     0.228     46
62963     0.210     49
62964     0.177     49
62965     0.144     55
62966     0.133     49
62967     0.130     54
62968     0.197     51
62969     0.218     52
62970     0.180     53
62971     0.168     52
62972     0.207     47
62973     0.177     53
62974     0.188     55
62975     0.176     51
62976     0.165     53
62977     0.156     53
62978     0.132     52
62979     0.132     54
62980     0.150     51
62981     0.158     55
62982     0.167     56
62983     0.156     58
62984     0.165     57
62985     0.178     56
62986     0.142     56
62987     0.099     63
62988     0.101     61
62989     0.106     62
62990     0.066     60
62991     0.110     57
62992     0.067     58
62993     0.120     56
62994     0.113     59
62995     0.076     59
62996     0.075     59
62997     0.104     60
62998     0.106     57
62999     0.126     58
63000     0.139     55
63001     0.130     61
63002     0.174     61
63003     0.131     61
63004     0.146     58
63005     0.151     66
63006     0.143     65
63007     0.158     68
63008     0.177     71
63009     0.212     63
63010     0.123     61
63011     0.159     61
63012     0.121     59
63013     0.128     59
63014     0.137     62
63015     0.133     64
63016     0.135     63
63017     0.139     65
63018     0.194     62
63019     0.211     61
63020     0.221     60
63021     0.205     61
63022     0.180     60
63023     0.182     59
63024     0.106     62
63025     0.134     60
63026     0.113     56
63027     0.161     58
63028     0.175     54
63029     0.115     52
63030     0.141     48
63031     0.176     50
63032     0.165     52
63033     0.164     55
63034     0.108     50
63035     0.089     44
63036     0.092     40
63037     0.114     46
63038     0.153     44
63039     0.164     44
63040     0.291     44
63041     0.256     42
63042     0.226     35
63043     0.224     36
63044     0.252     37
63045     0.239     37
63046     0.248     42
63047     0.170     46
63048     0.222     39
63049     0.136     48
63050     0.148     48
63051     0.149     49
63052     0.140     47
63053     0.134     54
63054     0.138     51
63055     0.108     56
63056     0.126     56
63057     0.110     51
63058     0.109     47
63059     0.096     43
63060     0.116     44
63061     0.121     43
63062     0.138     45
63063     0.166     39
63064     0.199     40
63065     0.214     46
63066     0.252     51
63067     0.226     51
63068     0.176     57
63069     0.210     50
63070     0.185     53
63071     0.135     59
63072     0.132     60
63073     0.104     60
63074     0.072     59
63075     0.087     57
63076     0.102     52
63077     0.102     52
63078     0.163     45
63079     0.237     43
63080     0.192     45
63081     0.181     43
63082     0.205     39
63083     0.196     36
63084     0.236     42
63085     0.153     51
63086     0.111     42
63087     0.110     39
63088     0.106     42
63089     0.063     43
63090     0.101     46
63091     0.034     39
63092     0.020     48
63093     0.067     46
63094     0.071     54
63095     0.126     53
63096     0.159     52
63097     0.153     59
63098     0.188     61
63099     0.212     60
63100     0.223     58
63101     0.221     61
63102     0.223     63
63103     0.196     64
63104     0.197     63
63105     0.204     57
63106     0.209     57
63107     0.229     59
63108     0.189     51
63109     0.188     46
63110     0.250     47
63111     0.181     44
63112     0.150     42
63113     0.117     39
63114     0.096     42
63115     0.123     42
63116     0.103     46
63117     0.066     48
63118     0.069     46
63119     0.117     44
63120     0.088     47
63121     0.108     49
63122     0.062     50
63123     0.114     44
63124     0.121     51
63125     0.168     46
63126     0.142     46
63127     0.146     51
63128     0.143     54
63129     0.125     52
63130     0.143     47
63131     0.086     47
63132     0.085     51
63133     0.123     50
63134     0.125     43
63135     0.190     49
63136     0.165     51
63137     0.155     48
63138     0.163     45
63139     0.166     45
63140     0.191     46
63141     0.151     47
63142     0.144     44
63143     0.202     44
63144     0.175     41
63145     0.115     47
63146     0.122     46
63147     0.116     55
63148     0.172     53
63149     0.145     55
63150     0.177     59
63151     0.100     61
63152     0.120     58
63153     0.121     58
63154     0.108     59
63155     0.115     57
63156     0.142     56
63157     0.149     58
63158     0.133     53
63159     0.222     51
63160     0.192     57
63161     0.183     57
63162     0.203     58
63163     0.214     62
63164     0.214     63
63165     0.209     55
63166     0.202     57
63167     0.187     56
63168     0.204     59
63169     0.172     56
63170     0.209     56
63171     0.219     53
63172     0.230     56
63173     0.222     56
63174     0.153     58
63175     0.125     61
63176     0.103     69
63177     0.110     66
63178     0.099     64
63179     0.085     63
63180     0.114     64
63181     0.100     63
63182     0.158     59
63183     0.128     57
63184     0.123     54
63185     0.127     53
63186     0.097     46
63187     0.106     54
63188     0.070     49
63189     0.057     47
63190     0.097     46
63191     0.095     42
63192     0.118     44
63193     0.178     39
63194     0.276     44
63195     0.247     45
63196     0.192     41
63197     0.145     44
63198     0.110     52
63199     0.071     49
63200     0.153     57
63201     0.128     58
63202     0.110     58
63203     0.178     56
63204     0.163     56
63205     0.148     62
63206     0.189     61
63207     0.195     56
63208     0.183     57
63209     0.189     59
63210     0.149     65
63211     0.156     70
63212     0.177     63
63213     0.139     62
63214     0.128     58
63215     0.144     60
63216     0.146     65
63217     0.163     55
63218     0.197     54
63219     0.184     56
63220     0.174     53
63221     0.225     52
63222     0.235     55
63223     0.277     59
63224     0.312     61
63225     0.212     58
63226     0.246     64
63227     0.195     56
63228     0.203     61
63229     0.238     64
63230     0.214     64
63231     0.208     66
63232     0.178     64
63233     0.194     65
63234     0.201     62
63235     0.211     60
63236     0.199     62
63237     0.240     60
63238     0.258     63
63239     0.289     56
63240     0.251     58
63241     0.317     52
63242     0.342     49
63243     0.264     49
63244     0.270     47
63245     0.334     49
63246     0.254     47
63247     0.310     51
63248     0.322     46
63249     0.351     50
63250     0.380     52
63251     0.342     51
63252     0.404     48
63253     0.412     51
63254     0.475     50
63255     0.544     53
63256     0.582     51
63257     0.499     49
63258     0.530     48
63259     0.526     51
63260     0.565     44
63261     0.433     40
63262     0.369     41
63263     0.315     38
63264     0.270     45
63265     0.255     38
63266     0.260     33
63267     0.231     36
63268     0.198     34
63269     0.134     34
63270     0.155     34
63271     0.172     37
63272     0.240     35
63273     0.281     29
63274     0.355     26
63275     0.248     18
63276     0.184     16
63277     0.221     15
63278     0.420     17
63279     0.608     18
63280     0.738     19
63281     0.653     24
63282     0.858     32
63283     0.830     37
63284     0.760     36
63285     0.785     38
63286     0.696     38
63287     0.710     44
63288     0.624     42
63289     0.531     39
63290     0.432     41
63291     0.354     33
63292     0.331     29
63293     0.287     32
63294     0.187     30
63295     0.240     24
63296     0.420     23
63297     0.317     18
63298     0.524     20
63299     0.512     21
63300     0.423     28
63301     0.404     28
63302     0.305     33
63303     0.308     32
63304     0.353     30
63305     0.239     28
63306     0.261     32
63307     0.259     33
63308     0.170     39
63309     0.118     37
63310     0.148     34
63311     0.077     37
63312     0.079     45
63313     0.146     45
63314     0.123     42
63315     0.135     48
63316     0.117     43
63317     0.156     44
63318     0.162     44
63319     0.193     50
63320     0.207     53
63321     0.185     55
63322     0.199     60
63323     0.206     58
63324     0.209     56
63325     0.213     55
63326     0.261     54
63327     0.280     57
63328     0.283     56
63329     0.288     58
63330     0.273     59
63331     0.238     59
63332     0.208     50
63333     0.226     53
63334     0.186     47
63335     0.146     54
63336     0.120     53
63337     0.089     54
63338     0.095     49
63339     0.104     44
63340     0.110     49
63341     0.126     48
63342     0.134     54
63343     0.101     53
63344     0.072     53
63345     0.050     52
63346     0.047     58
63347     0.061     58
63348     0.055     52
63349     0.038     52
63350     0.050     55
63351     0.061     50
63352     0.089     48
63353     0.114     52
63354     0.148     50
63355     0.174     49
63356     0.207     47
63357     0.229     42
63358     0.211     44
63359     0.227     44
63360     0.219     49
63361     0.189     47
63362     0.182     48
63363     0.209     46
63364     0.180     44
63365     0.197     44
63366     0.128     43
63367     0.126     43
63368     0.070     43
63369     0.120     47
63370     0.191     48
63371     0.186     49
63372     0.215     49
63373     0.209     56
63374     0.172     56
63375     0.166     54
63376     0.130     50
63377     0.123     52
63378     0.111     59
63379     0.154     60
63380     0.130     54
63381     0.149     59
63382     0.198     57
63383     0.185     57
63384     0.191     57
63385     0.155     61
63386     0.137     57
63387     0.103     58
63388     0.135     57
63389     0.116     47
63390     0.078     47
63391     0.055     42
63392     0.072     45
63393     0.121     40
63394     0.180     46
63395     0.211     45
63396     0.208     49
63397     0.215     45
63398     0.204     52
63399     0.194     49
63400     0.125     51
63401     0.125     54
63402     0.110     49
63403     0.180     54
63404     0.131     56
63405     0.112     53
63406     0.154     50
63407     0.198     49
63408     0.252     52
63409     0.331     53
63410     0.311     55
63411     0.331     50
63412     0.340     44
63413     0.360     46
63414     0.276     41
63415     0.184     40
63416     0.191     34
63417     0.197     36
63418     0.141     35
63419     0.143     32
63420     0.171     39
63421     0.089     47
63422     0.084     47
63423     0.118     48
63424     0.137     54
63425     0.206     50
63426     0.202     49
63427     0.237     47
63428     0.229     48
63429     0.202     49
63430     0.179     48
63431     0.158     52
63432     0.142     60
63433     0.116     62
63434     0.123     56
63435     0.170     66
63436     0.149     56
63437     0.104     56
63438     0.085     53
63439     0.132     48
63440     0.139     50
63441     0.134     50
63442     0.102     52
63443     0.122     46
63444     0.099     53
63445     0.111     60
63446     0.146     62
63447     0.141     54
63448     0.138     58
63449     0.121     56
63450     0.102     55
63451     0.138     55
63452     0.120     48
63453     0.111     57
63454     0.138     53
63455     0.129     57
63456     0.135     61
63457     0.172     63
63458     0.143     64
63459     0.148     60
63460     0.173     58
63461     0.111     65
63462     0.156     56
63463     0.189     55
63464     0.200     55
63465     0.170     57
63466     0.158     53
63467     0.130     55
63468     0.087     55
63469     0.125     55
63470     0.156     56
63471     0.141     64
63472     0.151     59
63473     0.170     60
63474     0.153     56
63475     0.165     58
63476     0.188     58
63477     0.188     52
63478     0.122     56
63479     0.122     59
63480     0.119     54
63481     0.117     57
63482     0.139     56
63483     0.074     49
63484     0.108     50
63485     0.106     54
63486     0.121     58
63487     0.132     55
63488     0.093     62
63489     0.096     54
63490     0.071     49
63491     0.086     52
63492     0.129     55
63493     0.204     47
63494     0.250     48
63495     0.305     47
63496     0.316     47
63497     0.287     48
63498     0.212     48
63499     0.196     45
63500     0.252     44
63501     0.200     46
63502     0.179     49
63503     0.151     55
63504     0.157     51
63505     0.147     54
63506     0.172     53
63507     0.165     54
63508     0.154     58
63509     0.186     57
63510     0.219     57
63511     0.258     57
63512     0.239     54
63513     0.213     59
63514     0.218     58
63515     0.269     53
63516     0.217     50
63517     0.280     46
63518     0.297     48
63519     0.309     49
63520     0.284     45
63521     0.337     45
63522     0.233     48
63523     0.235     53
63524     0.202     49
63525     0.230     53
63526     0.264     56
63527     0.242     53
63528     0.361     48
63529     0.318     46
63530     0.225     56
63531     0.252     51
63532     0.280     48
63533     0.298     43
63534     0.266     37
63535     0.197     40
63536     0.182     35
63537     0.267     36
63538     0.196     45
63539     0.225     42
63540     0.193     45
63541     0.133     39
63542     0.151     42
63543     0.113     43
63544     0.089     45
63545     0.089     40
63546     0.059     45
63547     0.105     43
63548     0.081     43
63549     0.036     52
63550     0.096     55
63551     0.052     53
63552     0.135     60
63553     0.122     56
63554     0.096     56
63555     0.118     62
63556     0.128     55
63557     0.144     59
63558     0.180     58
63559     0.193     55
63560     0.129     58
63561     0.084     54
63562     0.126     54
63563     0.149     53
63564     0.167     48
63565     0.170     48
63566     0.177     47
63567     0.144     48
63568     0.161     47
63569     0.191     44
63570     0.188     43
63571     0.237     44
63572     0.224     44
63573     0.217     46
63574     0.227     43
63575     0.204     42
63576     0.188     44
63577     0.106     45
63578     0.101     45
63579     0.066     51
63580     0.062     58
63581     0.073     58
63582     0.066     51
63583     0.069     54
63584     0.078     57
63585     0.173     57
63586     0.200     55
63587     0.157     60
63588     0.158     52
63589     0.213     48
63590     0.222     49
63591     0.238     48
63592     0.157     55
63593     0.113     57
63594     0.099     55
63595     0.132     60
63596     0.178     55
63597     0.153     53
63598     0.200     52
63599     0.222     52
63600     0.260     52
63601     0.288     52
63602     0.187     55
63603     0.160     61
63604     0.167     57
63605     0.151     56
63606     0.110     58
63607     0.081     58
63608     0.104     52
63609     0.055     51
63610     0.113     54
63611     0.081     47
63612     0.091     44
63613     0.124     50
63614     0.128     47
63615     0.170     40
63616     0.178     36
63617     0.153     40
63618     0.178     32
63619     0.115     41
63620     0.131     35
63621     0.098     37
63622     0.059     44
63623     0.065     49
63624     0.070     56
63625     0.084     50
63626     0.094     46
63627     0.121     53
63628     0.116     61
63629     0.148     54
63630     0.140     53
63631     0.118     61
63632     0.104     56
63633     0.164     48
63634     0.160     44
63635     0.185     44
63636     0.175     38
63637     0.179     37
63638     0.143     36
63639     0.191     32
63640     0.141     30
63641     0.181     31
63642     0.246     27
63643     0.230     35
63644     0.134     34
63645     0.166     38
63646     0.093     39
63647     0.086     45
63648     0.109     44
63649     0.098     44
63650     0.108     48
63651     0.131     55
63652     0.157     52
63653     0.173     53
63654     0.202     49
63655     0.163     51
63656     0.135     51
63657     0.089     54
63658     0.152     50
63659     0.107     48
63660     0.104     52
63661     0.072     60
63662     0.113     56
63663     0.110     49
63664     0.059     49
63665     0.060     47
63666     0.186     45
63667     0.145     48
63668     0.113     53
63669     0.129     52
63670     0.148     51
63671     0.121     53
63672     0.149     52
63673     0.225     53
63674     0.293     43
63675     0.344     44
63676     0.307     48
63677     0.377     39
63678     0.470     40
63679     0.483     36
63680     0.599     40
63681     0.628     41
63682     0.509     40
63683     0.534     48
63684     0.389     48
63685     0.333     41
63686     0.232     41
63687     0.243     36
63688     0.171     34
63689     0.236     32
63690     0.257     34
63691     0.243     36
63692     0.266     38
63693     0.348     38
63694     0.416     34
63695     0.463     37
63696     0.541     36
63697     0.539     28
63698     0.711     27
63699     0.755     32
63700     0.801     43
63701     0.871     42
63702     0.885     39
63703     0.760     42
63704     0.634     45
63705     0.543     40
63706     0.577     47
63707     0.467     43
63708     0.502     46
63709     0.547     53
63710     0.604     55
63711     0.558     63
63712     0.516     64
63713     0.471     63
63714     0.441     65
63715     0.471     59
63716     0.411     63
63717     0.387     58
